Author file,date
242_Matthew Rollings: rootbeerlib/src/main/jni/toolChecker.cpp,2017-03-24T14:49:14Z
243_Matthew Rollings: rootbeerlib/src/main/jni/toolChecker.h,2017-03-24T14:49:14Z
244_Matthew Rollings: rootbeerlib/src/main/jniLibs/arm64-v8a/libtool-checker.so,2017-03-24T14:49:14Z
245_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2017-03-24T14:49:14Z
246_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi/libtool-checker.so,2017-03-24T14:49:14Z
247_Matthew Rollings: rootbeerlib/src/main/jniLibs/mips/libtool-checker.so,2017-03-24T14:49:14Z
248_Matthew Rollings: rootbeerlib/src/main/jniLibs/mips64/libtool-checker.so,2017-03-24T14:49:14Z
249_Matthew Rollings: rootbeerlib/src/main/jniLibs/x86/libtool-checker.so,2017-03-24T14:49:14Z
250_Matthew Rollings: rootbeerlib/src/main/jniLibs/x86_64/libtool-checker.so,2017-03-24T14:49:14Z
251_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2017-03-24T14:16:12Z
252_Scott Alexander-Bown: app/src/main/res/layout/activity_main.xml,2017-03-24T14:16:12Z
253_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2017-03-24T14:16:12Z
254_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2017-03-24T14:16:12Z
255_Matthew Rollings: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2017-03-24T13:41:16Z
256_Matthew Rollings: app/src/main/res/layout/activity_main.xml,2017-03-24T13:41:16Z
257_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2017-03-24T13:31:19Z
258_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2017-03-24T13:30:47Z
259_matthew: rootbeerlib/src/main/jni/toolChecker.cpp,2017-03-13T22:55:31Z
260_matthew: rootbeerlib/src/main/jniLibs/arm64-v8a/libtool-checker.so,2017-03-13T22:55:31Z
261_matthew: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2017-03-13T22:55:31Z
262_matthew: rootbeerlib/src/main/jniLibs/armeabi/libtool-checker.so,2017-03-13T22:55:31Z
263_matthew: rootbeerlib/src/main/jniLibs/mips/libtool-checker.so,2017-03-13T22:55:31Z
264_matthew: rootbeerlib/src/main/jniLibs/mips64/libtool-checker.so,2017-03-13T22:55:31Z
265_matthew: rootbeerlib/src/main/jniLibs/x86/libtool-checker.so,2017-03-13T22:55:31Z
266_matthew: rootbeerlib/src/main/jniLibs/x86_64/libtool-checker.so,2017-03-13T22:55:31Z
267_matthew: rootbeerlib/src/main/jni/Android.mk,2017-03-13T22:35:27Z
268_matthew: rootbeerlib/src/main/jni/Application.mk,2017-03-13T22:35:27Z
269_matthew: rootbeerlib/src/main/jni/toolChecker.cpp,2017-03-13T22:35:27Z
270_matthew: rootbeerlib/src/main/jni/toolChecker.h,2017-03-13T22:35:27Z
271_matthew: rootbeerlib/src/main/jniLibs/arm64-v8a/libtool-checker.so,2017-03-13T22:35:27Z
272_matthew: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2017-03-13T22:35:27Z
273_matthew: rootbeerlib/src/main/jniLibs/armeabi/libtool-checker.so,2017-03-13T22:35:27Z
274_matthew: rootbeerlib/src/main/jniLibs/mips/libtool-checker.so,2017-03-13T22:35:27Z
275_matthew: rootbeerlib/src/main/jniLibs/mips64/libtool-checker.so,2017-03-13T22:35:27Z
276_matthew: rootbeerlib/src/main/jniLibs/x86/libtool-checker.so,2017-03-13T22:35:27Z
277_matthew: rootbeerlib/src/main/jniLibs/x86_64/libtool-checker.so,2017-03-13T22:35:27Z
278_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2017-03-13T22:05:11Z
279_Matthew Rollings: app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,2017-02-15T12:53:36Z
280_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2017-02-15T12:53:36Z
281_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,2017-02-15T12:53:36Z
282_leocadiotine: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2016-09-14T21:25:21Z
283_Scott Alexander-Bown: app/src/main/AndroidManifest.xml,2016-07-01T20:14:26Z
284_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2016-07-01T20:13:52Z
285_Scott Alexander-Bown: app/src/main/res/layout/content_main.xml,2016-07-01T20:13:52Z
286_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,2016-07-01T20:13:06Z
287_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,2016-07-01T14:25:44Z
288_Scott Alexander-Bown: app/src/main/res/layout/content_main.xml,2016-07-01T14:26:07Z
289_Scott Alexander-Bown: app/src/main/res/values/colors.xml,2016-07-01T14:26:07Z
290_Andy Barber: app/src/main/AndroidManifest.xml,2016-07-01T14:40:45Z
291_Andy Barber: app/src/main/assets/SubwayNovella.ttf,2016-07-01T14:40:45Z
292_Andy Barber: app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,2016-07-01T14:40:45Z
293_Andy Barber: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2016-07-01T14:40:45Z
294_Andy Barber: app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,2016-07-01T14:40:45Z
295_Andy Barber: app/src/main/res/drawable-hdpi/ic_action_github.png,2016-07-01T14:40:45Z
296_Andy Barber: app/src/main/res/drawable-hdpi/ic_info_outline_white_18dp.png,2016-07-01T14:40:45Z
297_Andy Barber: app/src/main/res/drawable-hdpi/ic_info_outline_white_24dp.png,2016-07-01T14:40:45Z
298_Andy Barber: app/src/main/res/drawable-hdpi/ic_info_outline_white_36dp.png,2016-07-01T14:40:45Z
299_Andy Barber: app/src/main/res/drawable-hdpi/ic_lock_open_white_24dp.png,2016-07-01T14:40:45Z
300_Andy Barber: app/src/main/res/drawable-mdpi/ic_info_outline_white_18dp.png,2016-07-01T14:40:45Z
301_Andy Barber: app/src/main/res/drawable-mdpi/ic_info_outline_white_24dp.png,2016-07-01T14:40:45Z
302_Andy Barber: app/src/main/res/drawable-mdpi/ic_info_outline_white_36dp.png,2016-07-01T14:40:45Z
303_Andy Barber: app/src/main/res/drawable-mdpi/ic_lock_open_white_24dp.png,2016-07-01T14:40:45Z
304_Andy Barber: app/src/main/res/drawable-xhdpi/ic_action_github.png,2016-07-01T14:40:45Z
305_Andy Barber: app/src/main/res/drawable-xhdpi/ic_cross_red_24dp.png,2016-07-01T14:40:45Z
306_Andy Barber: app/src/main/res/drawable-xhdpi/ic_info_outline_white_18dp.png,2016-07-01T14:40:45Z
307_Andy Barber: app/src/main/res/drawable-xhdpi/ic_info_outline_white_24dp.png,2016-07-01T14:40:45Z
308_Andy Barber: app/src/main/res/drawable-xhdpi/ic_info_outline_white_36dp.png,2016-07-01T14:40:45Z
309_Andy Barber: app/src/main/res/drawable-xhdpi/ic_lock_open_white_24dp.png,2016-07-01T14:40:45Z
310_Andy Barber: app/src/main/res/drawable-xhdpi/ic_tick_green_24dp.png,2016-07-01T14:40:45Z
311_Andy Barber: app/src/main/res/drawable-xxhdpi/ic_action_github.png,2016-07-01T14:40:45Z
312_Andy Barber: app/src/main/res/drawable-xxhdpi/ic_info_outline_white_18dp.png,2016-07-01T14:40:45Z
313_Andy Barber: app/src/main/res/drawable-xxhdpi/ic_info_outline_white_24dp.png,2016-07-01T14:40:45Z
314_Andy Barber: app/src/main/res/drawable-xxhdpi/ic_info_outline_white_36dp.png,2016-07-01T14:40:45Z
315_Andy Barber: app/src/main/res/drawable-xxhdpi/ic_lock_open_white_24dp.png,2016-07-01T14:40:45Z
316_Andy Barber: app/src/main/res/drawable-xxxhdpi/ic_info_outline_white_18dp.png,2016-07-01T14:40:45Z
317_Andy Barber: app/src/main/res/drawable-xxxhdpi/ic_info_outline_white_24dp.png,2016-07-01T14:40:45Z
318_Andy Barber: app/src/main/res/drawable-xxxhdpi/ic_info_outline_white_36dp.png,2016-07-01T14:40:45Z
319_Andy Barber: app/src/main/res/drawable-xxxhdpi/ic_lock_open_white_24dp.png,2016-07-01T14:40:45Z
320_Andy Barber: app/src/main/res/drawable/pint_glass.png,2016-07-01T14:40:45Z
321_Andy Barber: app/src/main/res/layout/activity_main.xml,2016-07-01T14:40:45Z
322_Andy Barber: app/src/main/res/layout/content_main.xml,2016-07-01T14:40:45Z
323_Andy Barber: app/src/main/res/menu/menu_main.xml,2016-07-01T14:40:45Z
324_Andy Barber: app/src/main/res/mipmap-hdpi/ic_launcher.png,2016-07-01T14:40:45Z
325_Andy Barber: app/src/main/res/mipmap-mdpi/ic_launcher.png,2016-07-01T14:40:45Z
326_Andy Barber: app/src/main/res/mipmap-xhdpi/ic_launcher.png,2016-07-01T14:40:45Z
327_Andy Barber: app/src/main/res/mipmap-xxhdpi/ic_launcher.png,2016-07-01T14:40:45Z
328_Andy Barber: app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,2016-07-01T14:40:45Z
329_Andy Barber: app/src/main/res/values-w820dp/dimens.xml,2016-07-01T14:40:45Z
330_Andy Barber: app/src/main/res/values/attrs.xml,2016-07-01T14:40:45Z
331_Andy Barber: app/src/main/res/values/colors.xml,2016-07-01T14:40:45Z
332_Andy Barber: app/src/main/res/values/dimens.xml,2016-07-01T14:40:45Z
333_Andy Barber: app/src/main/res/values/strings.xml,2016-07-01T14:40:45Z
334_Andy Barber: app/src/main/res/values/styles.xml,2016-07-01T14:40:45Z
335_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2016-05-17T15:20:15Z
336_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2016-04-18T16:36:03Z
337_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2016-04-01T15:04:36Z
338_Mohammed Ezzat: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2016-03-16T14:14:44Z
339_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2016-03-16T14:05:46Z
340_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2016-03-16T14:05:46Z
341_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,2016-03-16T14:05:46Z
342_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,2016-03-16T14:05:46Z
343_Mohammed Ezzat: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2016-03-15T13:13:43Z
344_Mohammed Ezzat: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2016-03-15T13:13:43Z
345_Mohammed Ezzat: rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,2016-03-15T13:13:43Z
346_Mohammed Ezzat: rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,2016-03-15T13:13:43Z
347_Matthew Rollings: rootbeerlib/src/main/jniLibs/arm64-v8a/libtool-checker.so,2016-03-14T17:18:04Z
348_Matthew Rollings: rootbeerlib/src/main/jniLibs/mips64/libtool-checker.so,2016-03-14T17:18:04Z
349_Matthew Rollings: rootbeerlib/src/main/jniLibs/x86_64/libtool-checker.so,2016-03-14T17:18:04Z
350_biddster: rootbeerlib/src/main/jniLibs/arm64-v8a/libtool-checker.so,2016-03-07T14:21:36Z
351_biddster: rootbeerlib/src/main/jniLibs/mips64/libtool-checker.so,2016-03-07T14:21:36Z
352_biddster: rootbeerlib/src/main/jniLibs/x86_64/libtool-checker.so,2016-03-07T14:21:36Z
353_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-12-30T16:22:10Z
354_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-12-22T10:17:02Z
355_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-12-22T10:11:09Z
356_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-12-22T09:06:26Z
357_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-12-21T20:44:58Z
358_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-12-21T20:43:55Z
359_Scott Alexander-Bown: rootbeerlib/src/main/AndroidManifest.xml,2015-10-13T08:41:54Z
360_Alessandro Yuichi Okimoto: rootbeerlib/src/main/AndroidManifest.xml,2015-10-06T08:56:57Z
361_Scott Alexander-Bown: app/src/main/AndroidManifest.xml,2015-10-01T15:20:16Z
362_Alessandro Yuichi Okimoto: app/src/main/AndroidManifest.xml,2015-10-01T12:26:13Z
363_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2015-09-16T12:14:10Z
364_Scott Alexander-Bown: app/src/main/res/layout/activity_main.xml,2015-09-16T12:14:10Z
365_Scott Alexander-Bown: app/src/main/res/values/colors.xml,2015-09-16T12:14:10Z
366_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2015-09-16T12:13:36Z
367_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-30T16:35:59Z
368_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/armeabi/libtool-checker.so,2015-06-30T16:35:59Z
369_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/mips/libtool-checker.so,2015-06-30T16:35:59Z
370_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/x86/libtool-checker.so,2015-06-30T16:35:59Z
371_Matthew Rollings: app/src/main/res/layout/activity_main.xml,2015-06-30T15:06:34Z
372_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2015-06-30T15:06:34Z
373_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2015-06-30T14:59:48Z
374_Scott Alexander-Bown: app/src/main/res/layout/activity_main.xml,2015-06-30T14:59:24Z
375_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-06-30T14:45:20Z
376_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,2015-06-30T14:45:20Z
377_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-30T14:45:20Z
378_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/armeabi/libtool-checker.so,2015-06-30T14:45:20Z
379_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/mips/libtool-checker.so,2015-06-30T14:45:20Z
380_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/x86/libtool-checker.so,2015-06-30T14:45:20Z
381_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2015-06-30T14:45:12Z
382_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-06-30T14:45:12Z
383_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-06-30T14:36:54Z
384_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,2015-06-30T14:36:54Z
385_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-30T14:36:54Z
386_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi/libtool-checker.so,2015-06-30T14:36:54Z
387_Matthew Rollings: rootbeerlib/src/main/jniLibs/mips/libtool-checker.so,2015-06-30T14:36:54Z
388_Matthew Rollings: rootbeerlib/src/main/jniLibs/x86/libtool-checker.so,2015-06-30T14:36:54Z
389_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2015-06-30T14:14:20Z
390_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-06-30T14:14:20Z
391_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,2015-06-30T14:14:20Z
392_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-30T14:14:20Z
393_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/armeabi/libtool-checker.so,2015-06-30T14:14:20Z
394_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/mips/libtool-checker.so,2015-06-30T14:14:20Z
395_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/x86/libtool-checker.so,2015-06-30T14:14:20Z
396_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2015-06-30T14:14:08Z
397_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-06-30T14:14:08Z
398_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,2015-06-30T14:14:08Z
399_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-06-30T14:14:02Z
400_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,2015-06-30T14:14:02Z
401_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-30T14:14:02Z
402_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi/libtool-checker.so,2015-06-30T14:14:02Z
403_Matthew Rollings: rootbeerlib/src/main/jniLibs/mips/libtool-checker.so,2015-06-30T14:14:02Z
404_Matthew Rollings: rootbeerlib/src/main/jniLibs/x86/libtool-checker.so,2015-06-30T14:14:02Z
405_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2015-06-30T13:40:46Z
406_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-30T13:03:45Z
407_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi/libtool-checker.so,2015-06-30T13:03:45Z
408_Matthew Rollings: rootbeerlib/src/main/jniLibs/mips/libtool-checker.so,2015-06-30T13:03:45Z
409_Matthew Rollings: rootbeerlib/src/main/jniLibs/x86/libtool-checker.so,2015-06-30T13:03:45Z
410_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2015-06-29T13:06:59Z
411_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-06-29T13:06:59Z
412_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2015-06-29T13:06:14Z
413_Scott Alexander-Bown: app/src/main/res/drawable-hdpi/ic_action_github.png,2015-06-29T13:06:14Z
414_Scott Alexander-Bown: app/src/main/res/drawable-xhdpi/ic_action_github.png,2015-06-29T13:06:14Z
415_Scott Alexander-Bown: app/src/main/res/drawable-xxhdpi/ic_action_github.png,2015-06-29T13:06:14Z
416_Scott Alexander-Bown: app/src/main/res/layout/activity_main.xml,2015-06-29T13:06:14Z
417_Scott Alexander-Bown: app/src/main/res/menu/menu_main.xml,2015-06-29T13:06:14Z
418_Scott Alexander-Bown: app/src/main/res/values/strings.xml,2015-06-29T13:06:14Z
419_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,2015-06-26T18:48:49Z
420_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-26T16:10:45Z
421_Matthew Rollings: rootbeerlib/src/main/jniLibs/armeabi-v7a/libroot-checker.so,2015-06-26T16:00:20Z
422_Matthew Rollings: app/src/main/res/mipmap-hdpi/ic_launcher.png,2015-06-26T15:59:58Z
423_Matthew Rollings: app/src/main/res/mipmap-mdpi/ic_launcher.png,2015-06-26T15:59:58Z
424_Matthew Rollings: app/src/main/res/mipmap-xhdpi/ic_launcher.png,2015-06-26T15:59:58Z
425_Matthew Rollings: app/src/main/res/mipmap-xxhdpi/ic_launcher.png,2015-06-26T15:59:58Z
426_Matthew Rollings: app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,2015-06-26T15:59:58Z
427_Matthew Rollings: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,2015-06-26T15:57:05Z
428_Scott Alexander-Bown: app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,2015-06-26T15:50:40Z
429_Scott Alexander-Bown: app/src/main/AndroidManifest.xml,2015-06-26T15:50:40Z
430_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2015-06-26T15:50:40Z
431_Scott Alexander-Bown: app/src/main/res/values/strings.xml,2015-06-26T15:50:40Z
432_Scott Alexander-Bown: rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,2015-06-26T15:50:40Z
433_Scott Alexander-Bown: rootbeerlib/src/main/AndroidManifest.xml,2015-06-26T15:50:40Z
434_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2015-06-26T15:50:40Z
435_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2015-06-26T15:50:40Z
436_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,2015-06-26T15:50:40Z
437_Scott Alexander-Bown: rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,2015-06-26T15:50:40Z
438_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/armeabi-v7a/libroot-checker.so,2015-06-26T15:50:40Z
439_Scott Alexander-Bown: rootbeerlib/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-26T15:50:40Z
440_Scott Alexander-Bown: rootbeerlib/src/main/res/values/strings.xml,2015-06-26T15:50:40Z
441_Matthew Rollings: app/src/main/java/com/scottyab/rootchecker/RootCheck.java,2015-06-26T14:41:45Z
442_Matthew Rollings: app/src/main/java/com/scottyab/rootchecker/Const.java,2015-06-26T14:32:45Z
443_Matthew Rollings: app/src/main/java/com/scottyab/rootchecker/MainActivity.java,2015-06-26T14:32:45Z
444_Matthew Rollings: app/src/main/java/com/scottyab/rootchecker/RootCheck.java,2015-06-26T14:32:45Z
445_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootchecker/MainActivity.java,2015-06-19T17:21:37Z
446_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootchecker/RootCheck.java,2015-06-19T17:21:37Z
447_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java,2015-06-19T17:21:37Z
448_Scott Alexander-Bown: app/src/main/jniLibs/armeabi-v7a/libroot-checker.so,2015-06-19T17:21:37Z
449_Scott Alexander-Bown: app/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-19T17:21:37Z
450_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootchecker/RootCheck.java,2015-06-19T17:20:07Z
451_Matthew Rollings: app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java,2015-06-19T11:06:02Z
452_Matthew Rollings: app/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-19T11:06:02Z
453_Matthew Rollings: app/src/main/java/com/scottyab/rootchecker/MainActivity.java,2015-06-19T10:09:22Z
454_Matthew Rollings: app/src/main/java/com/scottyab/rootchecker/RootCheck.java,2015-06-19T10:09:22Z
455_Matthew Rollings: app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java,2015-06-19T10:09:22Z
456_Matthew Rollings: app/src/main/jniLibs/armeabi-v7a/libroot-checker.so,2015-06-19T10:09:22Z
457_Scott Alexander-Bown: app/src/androidTest/java/com/scottyab/rootchecker/ApplicationTest.java,2015-06-19T09:05:10Z
458_Scott Alexander-Bown: app/src/main/AndroidManifest.xml,2015-06-19T09:05:10Z
459_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootchecker/MainActivity.java,2015-06-19T09:05:10Z
460_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootchecker/RootCheck.java,2015-06-19T09:05:10Z
461_Scott Alexander-Bown: app/src/main/java/com/scottyab/rootchecker/util/QLog.java,2015-06-19T09:05:10Z
462_Scott Alexander-Bown: app/src/main/res/layout/activity_main.xml,2015-06-19T09:05:10Z
463_Scott Alexander-Bown: app/src/main/res/menu/menu_main.xml,2015-06-19T09:05:10Z
464_Scott Alexander-Bown: app/src/main/res/mipmap-hdpi/ic_launcher.png,2015-06-19T09:05:10Z
465_Scott Alexander-Bown: app/src/main/res/mipmap-mdpi/ic_launcher.png,2015-06-19T09:05:10Z
466_Scott Alexander-Bown: app/src/main/res/mipmap-xhdpi/ic_launcher.png,2015-06-19T09:05:10Z
467_Scott Alexander-Bown: app/src/main/res/mipmap-xxhdpi/ic_launcher.png,2015-06-19T09:05:10Z
468_Scott Alexander-Bown: app/src/main/res/values-w820dp/dimens.xml,2015-06-19T09:05:10Z
469_Scott Alexander-Bown: app/src/main/res/values/dimens.xml,2015-06-19T09:05:10Z
470_Scott Alexander-Bown: app/src/main/res/values/strings.xml,2015-06-19T09:05:10Z
471_Scott Alexander-Bown: app/src/main/res/values/styles.xml,2015-06-19T09:05:10Z
